id_gpa;id_name_gpa;num_gpa;id_shop;id_agr_state;inv_num_gpa;full_num_gpa;id_cbn_type;mtrPlaceName;id_mtrPlaceType;id_ks;kod_kor;kod_sor;name_sor
1163;12;1;220;8;133316;61;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T11-KS2-KC06-GP01;КС Лялинская, цех №6, ГПА-1
1164;11;2;220;2;133317;62;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T11-KS2-KC06-GP02;КС Лялинская, цех №6, ГПА-2
1165;11;3;220;1;133318;63;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T11-KS2-KC06-GP03;КС Лялинская, цех №6, ГПА-3
1166;17;1;221;2;363550;101;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T01-KS1-KC10-GP01;КС Бобровская, цех №10, ГПА-1
1167;17;2;221;12;363551;102;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T01-KS1-KC10-GP02;КС Бобровская, цех №10, ГПА-2
1168;17;3;221;2;363552;103;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T01-KS1-KC10-GP03;КС Бобровская, цех №10, ГПА-3
1169;17;4;221;2;363553;104;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T01-KS1-KC10-GP04;КС Бобровская, цех №10, ГПА-4
1170;32;1;222;;239000;11;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO01-TH01;СОГ - 1 Агрегат ТКА-П-8,4-10 ст. №11
1171;32;2;222;;239001;12;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO01-TH02;СОГ - 1 Агрегат ТКА-П-8,4-10 ст. №12
1172;32;3;222;;239002;13;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO01-TH03;СОГ - 1 Агрегат ТКА-П-8,4-10 ст. №13
1173;32;4;222;;239003;14;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO01-TH04;СОГ - 1 Агрегат ТКА-П-8,4-10 ст. №14
1174;32;1;223;;003348;31;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO02-TH01;СОГ - 3 Агрегат ТКА-П-8,4-10 ст. №31
1175;32;2;223;;239017;32;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO02-TH02;СОГ - 3 Агрегат ТКА-П-8,4-10 ст. №32
1176;32;3;223;;239018;33;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO02-TH03;СОГ - 3 Агрегат ТКА-П-8,4-10 ст. №33
1177;32;4;223;;239019;34;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO02-TH04;СОГ - 3 Агрегат ТКА-П-8,4-10 ст. №34
1178;32;5;223;;239020;35;25;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO02-TH05;СОГ - 3 Агрегат ТКА-П-8,4-10 ст. №35
1179;33;1;224;;136604;11;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH01;СО - 6 11 - RD5-3S Агрегат
1180;33;2;224;;136605;12;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH02;СО - 6 12 - RD5-3S Агрегат
1181;33;3;224;;136606;13;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH03;СО - 6 13 - RD5-3S Агрегат
1182;33;4;224;;136624;14;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH04;СО - 6 14 - RD5-3S Агрегат
1183;33;5;224;;136625;15;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH05;СО - 6 15 - RD5-3S Агрегат
1184;33;6;224;;136626;16;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH06;СО - 6 16 - RD5-3S Агрегат
1185;33;7;224;;136627;17;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH07;СО - 6 17 - RD5-3S Агрегат
1186;33;8;224;;136628;18;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH08;СО - 6 18 - RD5-3S Агрегат
1187;33;9;224;;136536;19;24;;6;;GD_MS_GP_SO_THA;GTYGK-T12-KS2-SO01-TH09;СО - 6 19 - RD5-3S Агрегат
1188;36;1;225;;396388;41;26;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO03-TH01;Агрегат № 41
1189;36;2;225;;396349;42;26;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO03-TH02;Агрегат № 42
1190;36;3;225;;396350;43;26;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO03-TH03;Агрегат №43
1191;36;4;225;;396370;44;26;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO03-TH04;Агрегат № 44
1192;36;5;225;;396384;45;26;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO03-TH05;Агрегат № 45
1193;36;6;225;;396390;46;26;;6;;GD_MS_GP_SO_THA;GTYGK-T28-KS1-SO03-TH06;Агрегат № 46
1251;34;1;226;2;473918;11;27;;6;34;GT_MG_KS_KC_GPA;GTYGK-T11-KS1-KC01-GP01;КС Нижняя Тура, цех №1, ГПА-1
1252;34;2;226;2;473919;12;27;;6;34;GT_MG_KS_KC_GPA;GTYGK-T11-KS1-KC01-GP02;КС Нижняя Тура, цех №1, ГПА-2
1253;34;3;226;2;473920;13;27;;6;34;GT_MG_KS_KC_GPA;GTYGK-T11-KS1-KC01-GP03;КС Нижняя Тура, цех №1, ГПА-3
1254;34;4;226;1;473921;14;27;;6;34;GT_MG_KS_KC_GPA;GTYGK-T11-KS1-KC01-GP04;КС Нижняя Тура, цех №1, ГПА-4
1255;37;1;227;2;б/н;41;28;;6;21;;;КС Пунга, цех №4, ГПА-1
1256;37;2;227;2;б/н;42;28;;6;21;;;КС Пунга, цех №4, ГПА-2
1257;37;3;227;2;б/н;43;28;;6;21;;;КС Пунга, цех №4, ГПА-3
1258;37;4;227;2;б/н;44;28;;6;21;;;КС Пунга, цех №4, ГПА-4
