id_gpa;id_name_gpa;num_gpa;id_shop;id_agr_state;inv_num_gpa;full_num_gpa;id_cbn_type;mtrPlaceName;id_mtrPlaceType;id_ks;kod_kor;kod_sor;name_sor
1;17;1;1;2;138482;11;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC01-GP01;КС Ямбургская, цех №1, ГПА-1
2;17;2;1;2;138540;12;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC01-GP02;КС Ямбургская, цех №1, ГПА-2
3;17;3;1;2;138541;13;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC01-GP03;КС Ямбургская, цех №1, ГПА-3
4;17;4;1;2;138542;14;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC01-GP04;КС Ямбургская, цех №1, ГПА-4
5;17;5;1;2;138543;15;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC01-GP05;КС Ямбургская, цех №1, ГПА-5
6;17;1;2;2;138533;21;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC02-GP01;КС Ямбургская, цех №2, ГПА-1
7;17;2;2;2;138534;22;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC02-GP02;КС Ямбургская, цех №2, ГПА-2
8;17;3;2;2;138535;23;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC02-GP03;КС Ямбургская, цех №2, ГПА-3
9;17;4;2;2;138536;24;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC02-GP04;КС Ямбургская, цех №2, ГПА-4
10;17;5;2;2;138537;25;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC02-GP05;КС Ямбургская, цех №2, ГПА-5
11;17;1;3;2;138554;31;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC03-GP01;КС Ямбургская, цех №3, ГПА-1
12;17;2;3;2;138555;32;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC03-GP02;КС Ямбургская, цех №3, ГПА-2
13;17;3;3;2;138556;33;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC03-GP03;КС Ямбургская, цех №3, ГПА-3
14;17;4;3;2;138557;34;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC03-GP04;КС Ямбургская, цех №3, ГПА-4
15;17;5;3;2;138558;35;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC03-GP05;КС Ямбургская, цех №3, ГПА-5
16;17;1;4;9;138573;41;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC04-GP01;КС Ямбургская, цех №4, ГПА-1
17;17;2;4;2;138574;42;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC04-GP02;КС Ямбургская, цех №4, ГПА-2
18;17;3;4;9;138575;43;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC04-GP03;КС Ямбургская, цех №4, ГПА-3
19;17;4;4;9;138576;44;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC04-GP04;КС Ямбургская, цех №4, ГПА-4
20;17;5;4;2;138577;45;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC04-GP05;КС Ямбургская, цех №4, ГПА-5
21;17;1;5;2;138605;51;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC05-GP01;КС Ямбургская, цех №5, ГПА-1
22;17;2;5;2;138606;52;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC05-GP02;КС Ямбургская, цех №5, ГПА-2
23;17;3;5;1;138607;53;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC05-GP03;КС Ямбургская, цех №5, ГПА-3
24;17;4;5;2;138608;54;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC05-GP04;КС Ямбургская, цех №5, ГПА-4
25;17;5;5;2;138609;55;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC05-GP05;КС Ямбургская, цех №5, ГПА-5
26;17;1;6;2;138633;61;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC06-GP01;КС Ямбургская, цех №6, ГПА-1
27;17;2;6;1;138634;62;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC06-GP02;КС Ямбургская, цех №6, ГПА-2
28;17;3;6;1;138635;63;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC06-GP03;КС Ямбургская, цех №6, ГПА-3
29;17;4;6;2;138636;64;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC06-GP04;КС Ямбургская, цех №6, ГПА-4
30;17;5;6;2;138677;65;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC06-GP05;КС Ямбургская, цех №6, ГПА-5
31;17;1;7;2;138655;71;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC07-GP01;КС Ямбургская, цех №7, ГПА-1
32;17;2;7;8;138656;72;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC07-GP02;КС Ямбургская, цех №7, ГПА-2
33;17;3;7;2;138657;73;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC07-GP03;КС Ямбургская, цех №7, ГПА-3
34;17;4;7;2;138658;74;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC07-GP04;КС Ямбургская, цех №7, ГПА-4
35;17;5;7;2;138659;75;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T28-KS1-KC07-GP05;КС Ямбургская, цех №7, ГПА-5
36;17;1;8;2;134147;11;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC01-GP01;КС Ныдинская, цех №1, ГПА-1
37;17;2;8;1;134148;12;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC01-GP02;КС Ныдинская, цех №1, ГПА-2
38;17;3;8;2;134149;13;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC01-GP03;КС Ныдинская, цех №1, ГПА-3
39;17;4;8;1;134150;14;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC01-GP04;КС Ныдинская, цех №1, ГПА-4
40;17;5;8;2;134178;15;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC01-GP05;КС Ныдинская, цех №1, ГПА-5
41;17;1;9;2;134182;21;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC02-GP01;КС Ныдинская, цех №2, ГПА-1
42;17;2;9;1;134183;22;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC02-GP02;КС Ныдинская, цех №2, ГПА-2
43;17;3;9;1;134184;23;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC02-GP03;КС Ныдинская, цех №2, ГПА-3
44;17;4;9;2;134185;24;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC02-GP04;КС Ныдинская, цех №2, ГПА-4
45;17;5;9;2;134186;25;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC02-GP05;КС Ныдинская, цех №2, ГПА-5
46;17;1;10;2;134225;31;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC03-GP01;КС Ныдинская, цех №3, ГПА-1
47;17;2;10;2;134226;32;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC03-GP02;КС Ныдинская, цех №3, ГПА-2
48;17;3;10;9;134227;33;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC03-GP03;КС Ныдинская, цех №3, ГПА-3
49;17;4;10;2;134228;34;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC03-GP04;КС Ныдинская, цех №3, ГПА-4
50;17;5;10;2;134229;35;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC03-GP05;КС Ныдинская, цех №3, ГПА-5
51;17;1;11;2;134265;41;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC04-GP01;КС Ныдинская, цех №4, ГПА-1
52;17;2;11;9;134266;42;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC04-GP02;КС Ныдинская, цех №4, ГПА-2
53;17;3;11;1;134267;43;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC04-GP03;КС Ныдинская, цех №4, ГПА-3
54;17;4;11;1;134268;44;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC04-GP04;КС Ныдинская, цех №4, ГПА-4
55;17;1;12;2;134287;51;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC05-GP01;КС Ныдинская, цех №5, ГПА-1
56;17;2;12;2;134288;52;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC05-GP02;КС Ныдинская, цех №5, ГПА-2
57;17;3;12;2;134289;53;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC05-GP03;КС Ныдинская, цех №5, ГПА-3
58;17;4;12;2;134290;54;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC05-GP04;КС Ныдинская, цех №5, ГПА-4
59;17;1;13;2;134307;61;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC06-GP01;КС Ныдинская, цех №6, ГПА-1
60;17;2;13;1;134308;62;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC06-GP02;КС Ныдинская, цех №6, ГПА-2
61;17;3;13;2;134309;63;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC06-GP03;КС Ныдинская, цех №6, ГПА-3
62;17;4;13;1;134310;64;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC06-GP04;КС Ныдинская, цех №6, ГПА-4
63;17;1;14;2;134311;71;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC07-GP01;КС Ныдинская, цех №7, ГПА-1
64;17;2;14;1;134312;72;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC07-GP02;КС Ныдинская, цех №7, ГПА-2
65;17;3;14;1;134313;73;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC07-GP03;КС Ныдинская, цех №7, ГПА-3
66;17;4;14;9;134314;74;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T13-KS1-KC07-GP04;КС Ныдинская, цех №7, ГПА-4
67;9;1;19;9;136428;11;10;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC01-GP01;КС Пуровская, цех №1, ГПА-1
68;9;2;19;2;136429;12;10;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC01-GP02;КС Пуровская, цех №1, ГПА-2
69;9;3;19;2;136430;13;10;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC01-GP03;КС Пуровская, цех №1, ГПА-3
70;9;4;19;2;136431;14;10;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC01-GP04;КС Пуровская, цех №1, ГПА-4
71;9;5;19;7;136432;15;10;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC01-GP05;КС Пуровская, цех №1, ГПА-5
72;22;1;20;1;600123;21;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC02-GP01;КС Пуровская, цех №2, ГПА-1
73;22;2;20;2;004926;22;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC02-GP02;КС Пуровская, цех №2, ГПА-2
74;22;3;20;2;004925;23;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC02-GP03;КС Пуровская, цех №2, ГПА-3
75;22;4;20;2;004544;24;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC02-GP04;КС Пуровская, цех №2, ГПА-4
76;22;5;20;1;004543;25;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC02-GP05;КС Пуровская, цех №2, ГПА-5
77;22;6;20;1;004045;26;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC02-GP06;КС Пуровская, цех №2, ГПА-6
78;22;1;21;1;702196;31;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC03-GP01;КС Пуровская, цех №3, ГПА-1
79;22;2;21;2;339054;32;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC03-GP02;КС Пуровская, цех №3, ГПА-2
80;22;3;21;1;344228;33;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC03-GP03;КС Пуровская, цех №3, ГПА-3
81;22;4;21;2;435206;34;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC03-GP04;КС Пуровская, цех №3, ГПА-4
82;22;5;21;2;435204;35;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC03-GP05;КС Пуровская, цех №3, ГПА-5
83;25;6;21;;136456;36;12;;6;;GT_MG_KS_KC_GPA;GTYGK-T12-KS2-KC03-GP06;КС Пуровская, цех №3, ГПА-6
84;12;1;34;2;135699;11;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC01-GP01;КС Правохеттинская, цех №1, ГПА-1
85;12;2;34;1;135700;12;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC01-GP02;КС Правохеттинская, цех №1, ГПА-2
86;12;3;34;2;135701;13;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC01-GP03;КС Правохеттинская, цех №1, ГПА-3
87;17;1;35;2;135674;21;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC02-GP01;КС Правохеттинская, цех №2, ГПА-1
88;17;2;35;2;135675;22;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC02-GP02;КС Правохеттинская, цех №2, ГПА-2
89;17;3;35;2;135676;23;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC02-GP03;КС Правохеттинская, цех №2, ГПА-3
90;17;4;35;2;135677;24;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC02-GP04;КС Правохеттинская, цех №2, ГПА-4
91;17;5;35;2;135678;25;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC02-GP05;КС Правохеттинская, цех №2, ГПА-5
92;17;1;36;9;135740;31;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC03-GP01;КС Правохеттинская, цех №3, ГПА-1
93;17;2;36;1;135741;32;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC03-GP02;КС Правохеттинская, цех №3, ГПА-2
94;17;3;36;2;135742;33;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC03-GP03;КС Правохеттинская, цех №3, ГПА-3
95;17;4;36;1;135743;34;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC03-GP04;КС Правохеттинская, цех №3, ГПА-4
96;17;5;36;1;135580;35;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC03-GP05;КС Правохеттинская, цех №3, ГПА-5
97;17;1;37;2;135777;41;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC04-GP01;КС Правохеттинская, цех №4, ГПА-1
98;17;2;37;1;135778;42;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC04-GP02;КС Правохеттинская, цех №4, ГПА-2
99;17;3;37;1;135779;43;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC04-GP03;КС Правохеттинская, цех №4, ГПА-3
100;17;4;37;1;135780;44;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC04-GP04;КС Правохеттинская, цех №4, ГПА-4
101;17;5;37;2;135781;45;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC04-GP05;КС Правохеттинская, цех №4, ГПА-5
102;17;1;38;2;135801;51;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC05-GP01;КС Правохеттинская, цех №5, ГПА-1
103;17;2;38;2;135802;52;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC05-GP02;КС Правохеттинская, цех №5, ГПА-2
104;17;3;38;2;135803;53;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC05-GP03;КС Правохеттинская, цех №5, ГПА-3
105;17;4;38;2;135804;54;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC05-GP04;КС Правохеттинская, цех №5, ГПА-4
106;17;5;38;2;135833;55;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC05-GP05;КС Правохеттинская, цех №5, ГПА-5
107;17;1;39;2;135835;61;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC06-GP01;КС Правохеттинская, цех №6, ГПА-1
108;17;2;39;1;135836;62;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC06-GP02;КС Правохеттинская, цех №6, ГПА-2
109;17;3;39;1;135837;63;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC06-GP03;КС Правохеттинская, цех №6, ГПА-3
110;17;4;39;2;135838;64;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC06-GP04;КС Правохеттинская, цех №6, ГПА-4
111;17;5;39;1;135839;65;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC06-GP05;КС Правохеттинская, цех №6, ГПА-5
112;17;1;40;1;135896;71;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC07-GP01;КС Правохеттинская, цех №7, ГПА-1
113;17;2;40;2;135897;72;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC07-GP02;КС Правохеттинская, цех №7, ГПА-2
114;17;3;40;1;135898;73;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC07-GP03;КС Правохеттинская, цех №7, ГПА-3
115;17;4;40;2;135919;74;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC07-GP04;КС Правохеттинская, цех №7, ГПА-4
116;17;1;41;2;135934;81;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC08-GP01;КС Правохеттинская, цех №8, ГПА-1
117;17;2;41;2;135935;82;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC08-GP02;КС Правохеттинская, цех №8, ГПА-2
118;17;3;41;2;135936;83;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC08-GP03;КС Правохеттинская, цех №8, ГПА-3
119;17;4;41;2;135937;84;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC08-GP04;КС Правохеттинская, цех №8, ГПА-4
120;17;1;42;2;135685;91;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC09-GP01;КС Правохеттинская, цех №9, ГПА-1
121;17;2;42;2;135686;92;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC09-GP02;КС Правохеттинская, цех №9, ГПА-2
122;17;3;42;2;135687;93;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC09-GP03;КС Правохеттинская, цех №9, ГПА-3
123;17;4;42;2;135688;94;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC09-GP04;КС Правохеттинская, цех №9, ГПА-4
124;17;1;43;9;230094;101;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC10-GP01;КС Правохеттинская, цех №10, ГПА-1
125;17;2;43;2;230094;102;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC10-GP02;КС Правохеттинская, цех №10, ГПА-2
126;17;3;43;2;230094;103;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC10-GP03;КС Правохеттинская, цех №10, ГПА-3
127;17;4;43;2;230094;104;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T18-KS1-KC10-GP04;КС Правохеттинская, цех №10, ГПА-4
128;12;1;44;2;138094;11;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC01-GP01;КС Ягельная, цех №1, ГПА-1
129;12;2;44;2;138095;12;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC01-GP02;КС Ягельная, цех №1, ГПА-2
130;12;3;44;9;138096;13;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC01-GP03;КС Ягельная, цех №1, ГПА-3
131;17;1;45;2;138080;21;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC02-GP01;КС Ягельная, цех №2, ГПА-1
132;17;2;45;2;138081;22;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC02-GP02;КС Ягельная, цех №2, ГПА-2
133;17;3;45;2;138082;23;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC02-GP03;КС Ягельная, цех №2, ГПА-3
134;17;4;45;2;138083;24;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC02-GP04;КС Ягельная, цех №2, ГПА-4
135;17;5;45;2;138084;25;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC02-GP05;КС Ягельная, цех №2, ГПА-5
136;17;1;46;9;138128;31;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC03-GP01;КС Ягельная, цех №3, ГПА-1
137;17;2;46;2;138129;32;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC03-GP02;КС Ягельная, цех №3, ГПА-2
138;17;3;46;9;138130;33;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC03-GP03;КС Ягельная, цех №3, ГПА-3
139;17;4;46;2;138131;34;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC03-GP04;КС Ягельная, цех №3, ГПА-4
140;17;5;46;2;138352;35;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC03-GP05;КС Ягельная, цех №3, ГПА-5
141;17;1;47;1;138172;41;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC04-GP01;КС Ягельная, цех №4, ГПА-1
142;17;2;47;1;138173;42;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC04-GP02;КС Ягельная, цех №4, ГПА-2
143;17;3;47;2;138174;43;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC04-GP03;КС Ягельная, цех №4, ГПА-3
144;17;4;47;2;138175;44;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC04-GP04;КС Ягельная, цех №4, ГПА-4
145;17;5;47;2;138203;45;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC04-GP05;КС Ягельная, цех №4, ГПА-5
146;17;1;48;8;138198;51;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC05-GP01;КС Ягельная, цех №5, ГПА-1
147;17;2;48;2;138199;52;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC05-GP02;КС Ягельная, цех №5, ГПА-2
148;17;3;48;2;138200;53;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC05-GP03;КС Ягельная, цех №5, ГПА-3
149;17;4;48;2;138201;54;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC05-GP04;КС Ягельная, цех №5, ГПА-4
150;17;5;48;2;138202;55;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC05-GP05;КС Ягельная, цех №5, ГПА-5
151;17;1;49;1;138261;61;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC06-GP01;КС Ягельная, цех №6, ГПА-1
152;17;2;49;1;138262;62;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC06-GP02;КС Ягельная, цех №6, ГПА-2
153;17;3;49;1;138263;63;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC06-GP03;КС Ягельная, цех №6, ГПА-3
154;17;4;49;2;138264;64;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC06-GP04;КС Ягельная, цех №6, ГПА-4
155;17;5;49;2;138265;65;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC06-GP05;КС Ягельная, цех №6, ГПА-5
156;17;1;50;2;138251;71;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC07-GP01;КС Ягельная, цех №7, ГПА-1
157;17;2;50;1;138252;72;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC07-GP02;КС Ягельная, цех №7, ГПА-2
158;17;3;50;1;138253;73;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC07-GP03;КС Ягельная, цех №7, ГПА-3
159;17;4;50;2;138289;74;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC07-GP04;КС Ягельная, цех №7, ГПА-4
160;17;1;51;2;138291;81;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC08-GP01;КС Ягельная, цех №8, ГПА-1
161;17;2;51;1;138292;82;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC08-GP02;КС Ягельная, цех №8, ГПА-2
162;17;3;51;2;138293;83;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC08-GP03;КС Ягельная, цех №8, ГПА-3
163;17;4;51;1;138294;84;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC08-GP04;КС Ягельная, цех №8, ГПА-4
164;17;1;52;1;138330;91;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC09-GP01;КС Ягельная, цех №9, ГПА-1
165;17;2;52;2;138331;92;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC09-GP02;КС Ягельная, цех №9, ГПА-2
166;17;3;52;2;138332;93;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC09-GP03;КС Ягельная, цех №9, ГПА-3
167;17;4;52;1;138333;94;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC09-GP04;КС Ягельная, цех №9, ГПА-4
168;17;1;53;9;238350;101;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC10-GP01;КС Ягельная, цех №10, ГПА-1
169;17;2;53;2;238351;102;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC10-GP02;КС Ягельная, цех №10, ГПА-2
170;17;3;53;1;238352;103;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC10-GP03;КС Ягельная, цех №10, ГПА-3
171;17;4;53;1;238353;104;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T27-KS1-KC10-GP04;КС Ягельная, цех №10, ГПА-4
172;12;1;54;9;136084;11;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T19-KS1-KC01-GP01;КС Приозерная, цех №1, ГПА-1
173;12;2;54;9;136085;12;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T19-KS1-KC01-GP02;КС Приозерная, цех №1, ГПА-2
174;12;3;54;2;136086;13;7;;6;;GT_MG_KS_KC_GPA;GTYGK-T19-KS1-KC01-GP03;КС Приозерная, цех №1, ГПА-3
175;17;1;55;1;136024;21;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T19-KS1-KC02-GP01;КС Приозерная, цех №2, ГПА-1
176;17;2;55;1;136025;22;22;;6;;GT_MG_KS_KC_GPA;GTYGK-T19-KS1-KC02-GP02;КС Приозерная, цех №2, ГПА-2
